character,averageOrder,count,name
Romance Novelist,7.25,2,Novelist
League Member,9.5,2,Member
The Runt,9,2,Runt
Noah'S Wife,7.5,2,Wife
Lipstick,8.5,2,Lipstick
Cafe Server,9,2,Server
Bullfighter,6.5,2,Bullfighter
Video Store Customer,8.5,2,Customer
On Lantern Slide,8,2,Slide
Psycho Bitch,7.5,2,Bitch
Pali,7,2,Pali
The First Officer,9.5,2,Officer
Counselee,8.5,2,Counselee
Mrs. Pargeter,8.5,2,Pargeter
Salvo,8.5,2,Salvo
Daycare Worker,9,2,Worker
The Auntie,7.5,2,Auntie
Mantis,5.62273,2,Mantis
Dana'S Dad,6.75,2,Dad
The Other Father,8.5,2,Father
The Jailer,9,2,Jailer
Tusk,6,2,Tusk
Black Lodge Video Character,7.5,2,Character
Non Sex,7,2,Sex
Bereaved Mother,8,2,Mother
Diamond Thief,9,2,Thief
Street Woman,7.25,2,Woman
Teen At Dinner,7.5,2,Dinner
June'S Mother,7.5,2,Mother
Brief,9.04545,2,Brief
Sexy Student,5,2,Student
Ramu Dada,9.5,2,Dada
The Good Samaritan,8.5,2,Samaritan
Hr Rep,7.5,2,Rep
Albus Dumbledore,6.75,2,Dumbledore
Director De Cine,6.5,2,Cine
Lead Vocal,5.5,2,Vocal
Bhima,9.5,2,Bhima
Green Man Drinker,8.5,2,Drinker
Star Dog,8.5,2,Dog
The Vicar'S Wife,9.5,2,Wife
Young Businessman,8,2,Businessman
Robed Figure,7.25,2,Figure
Hex,4.75,2,Hex
Zamindar'S Wife,8.5,2,Wife
Man With Shotgun,7.5,2,Shotgun
Chizuko Oe,9.5,2,Oe
Bombshell,9,2,Bombshell
Carding,5.70175,2,Carding
Girl In White Dress,6.5,2,Dress
Man In The Crowd,9,2,Crowd
Segment One,8,2,One
Testament,10,2,Testament
Hige Member,8.5,2,Member
Interceptor,6.33333,2,Interceptor
Dorobo,10,2,Dorobo
Cartographer,8,2,Cartographer
Church Group Member,9,2,Member
Porker,9.5,2,Porker
Karim'S Mother,8.5,2,Mother
Weapons Officer,7.875,2,Officer
Man W,8.5,2,W
Museum Attendant,9.5,2,Attendant
The Matador,7.25,2,Matador
Female Counselor,7,2,Counselor
Civillian Officer,9.5,2,Officer
Virus Victim,9.5,2,Victim
White Snake,8.5,2,Snake
Guest At The Opening,9.5,2,Opening
Nursery Teacher,5.75,2,Teacher
Police Constable B,8.5,2,B
Ivan'S Mother,9.5,2,Mother
Kinch,9.5,2,Kinch
Woman On Airplane,9.5,2,Airplane
Attorney For The Defense,10,2,Defense
Ric Flair,6.58123,2,Flair
A Drunk,9,2,Drunk
Fie,9.25,2,Fie
Landau,9.5,2,Landau
Vassal,6.75,2,Vassal
Al Roker,7.25,2,Roker
Panic,7.5,2,Panic
Boy C,5.75,2,C
People,7,2,People
Frank'S Father,9,2,Father
Sprinter Galore,7.64062,2,Galore
Shipwreck,8.5,2,Shipwreck
Tengu,6.75,2,Tengu
Threesome Client,8.5,2,Client
Historical Voice,9,2,Voice
Sexy Model,9.5,2,Model
Tickety Tock,6.6,2,Tock
Segment Producer,9.5,2,Producer
Dic Representative,5.75,2,Representative
Lowland Teammate,9.5,2,Teammate
Pure,8.5,2,Pure
The Window Cleaner,6.75,2,Cleaner
Voyager,7.5,2,Voyager
Color Analyst,6.5,2,Analyst
Liftman,6.75,2,Liftman
Undercover Policeman,7.5,2,Policeman
The Mine Superintendent,7,2,Superintendent
Brunette Bound On Platform,6.5,2,Platform
Laboratory Technician,8,2,Technician
Marechal,9.5,2,Marechal
Child Zombie,7.5,2,Zombie
Socialist,7.5,2,Socialist
Law Student,8,2,Student
Mountain Woman,8.5,2,Woman
Host - Sport,6.5,2,Sport
Presenter - Get The Joke,5.59091,2,Joke
Annabelle'S Mother,9,2,Mother
La Dame En Noir,10,2,Noir
Charity Collector Clown,8.5,2,Clown
Royal Mountie,8.5,2,Mountie
Common Soldier,6.5,2,Soldier
Telegraphist,7.5,2,Telegraphist
The Commentator,7.25,2,Commentator
Juvenile,7,2,Juvenile
Pie Customer,8,2,Customer
Kim'S Daughter,8.5,2,Daughter
Cop In Station,7,2,Station
Character Voice,6.5,2,Voice
Undercover Investigator,7,2,Investigator
Hallway Extra,9.5,2,Extra
The Pusher,8,2,Pusher
Cobra Kai Karate Student,9.5,2,Student
Guard A,9,2,A
Highschool Classmate,9,2,Classmate
The Maestro,8,2,Maestro
Moist,7.75,2,Moist
Floozy,7.5,2,Floozy
Mohawk,7.75,2,Mohawk
Frenchy'S Crew Member,9.5,2,Member
Chang Fei,6.5,2,Fei
Train Victim,9.5,2,Victim
Paranormal Witness,9.5,2,Witness
Management,7.5,2,Management
Gun Salesman,5,2,Salesman
Egghead,7.1,2,Egghead
Mortimer Lightwood,6,2,Lightwood
Man Upstairs,9,2,Upstairs
Afifi,8.5,2,Afifi
Security Background,9.5,2,Background
Wednesday Night Regular,9.5,2,Regular
Inviata - Herself,4.83333,2,Herself
Thug Two,8,2,Two
Gizmos & Gadgets Model,9.5,2,Model
Shako,8.5,2,Shako
The Capitalist,7,2,Capitalist
The Plug,6,2,Plug
German Sniper,6.5,2,Sniper
Bookshop Manager,7,2,Manager
Attractive Stranger,7,2,Stranger
Santa'S Assistant,7.5,2,Assistant
Dave'S Wife,8,2,Wife
Pawnshop Owner,8.5,2,Owner
Kimmie Dult,8,2,Dult
Fantasy Lover,7.5,2,Lover
Psychiatrist'S Assistant,8,2,Assistant
Boy On Phone,9,2,Phone
Simon The Zealot,5.75,2,Zealot
Thinker,8.5,2,Thinker
Lippy,7.17742,2,Lippy
Cookery Expert,5.5,2,Expert
Vagina,8.5,2,Vagina
Camille Moke,5.33333,2,Moke
Lighting Technician,10,2,Technician
Red State Update,9.5,2,Update
Dark Elf,6.92857,2,Elf
The Spinster,7.5,2,Spinster
"Spot, The Cow",9,2,Cow
Tap Club Member,7,2,Member
Poco,9.5,2,Poco
Galleon,8,2,Galleon
Psychopath,6.75,2,Psychopath
Member Of The Badger Gang,7.5,2,Gang
Brunette Tied On Bed,7.5,2,Bed
Fifth Audience Member,7.5,2,Member
Surf Shop Manager,7.5,2,Manager
Second Gentleman,9,2,Gentleman
En Vogue,9,2,Vogue
Sandwich Vendor,9.5,2,Vendor
The Nutcracker,8,2,Nutcracker
Taxi Controller,6,2,Controller
"Movie Musketeer, Various",5.5,2,Various
Radio Commentator,9,2,Commentator
Shinsengumi A,9,2,A
Drug Customer,10,2,Customer
Chica Rap,5.75,2,Rap
Old Woman At Hospital,9.5,2,Hospital
Jean'S Mother,7,2,Mother
Sucker Squad Member,6,2,Member
6Th Former,7.25,2,Former
The Physician,8,2,Physician
Emergency Operator,6.25,2,Operator
The Woodsman,8.5,2,Woodsman
Tantrum,6.5,2,Tantrum
Bes,9,2,Bes
Christine'S Family,8.5,2,Family
Macer,5.5,2,Macer
The Peeper,8,2,Peeper
Vampire Mother,9.5,2,Mother
Poet'S Client,8,2,Client
Human Fighter,7.5,2,Fighter
The Graveyard Ghost,9.5,2,Ghost
Arie Balk,7.73333,2,Balk
Complainer,7,2,Complainer
Pharmacy Customer,7,2,Customer
Sleigh,8.5,2,Sleigh
Finance Presenter,8.5,2,Presenter
Extra Church Member,8.5,2,Member
Morton'S Wife,6,2,Wife
Suds,8.5,2,Suds
1St Sentry,9,2,Sentry
Bonfire Teen,6.5,2,Teen
Bridget'S Mother,9.5,2,Mother
Rochester Police Officer,8.5,2,Officer
News Commentator,8,2,Commentator
Sales Rep,8.5,2,Rep
Duiker,8.5,2,Duiker
Park Announcer,6.5,2,Announcer
Ryan'S Dad,9.5,2,Dad
Rooftop Chaser,6.5,2,Chaser
The Entertainer,7.5,2,Entertainer
Woman In Cab,8,2,Cab
Improvisor In Class,5.5,2,Class
Madam He,8.08333,2,He
Arcana,7.375,2,Arcana
Kkk Member,7.5,2,Member
The Refugee,8.5,2,Refugee
The Baby Sitter,8.75,2,Sitter
Kid In Store,8,2,Store
Le Complice,7.5,2,Complice
Eye,8,2,Eye
Living Statue,7.5,2,Statue
The Counterfeiter,7,2,Counterfeiter
History Teacher,5.25,2,Teacher
Guest Skater,5.5,2,Skater
Female Comic,9.5,2,Comic
Celebrity Host,7.5,2,Host
Diecast Car Expert,5.5,2,Expert
Vancouver Host,5.5,2,Host
Gibbet,7.25,2,Gibbet
Bobby G,8.25,2,G
Emu,7.5,2,Emu
Danny Dog,9.25,2,Dog
Atlantean,5.5,2,Atlantean
Guest Opener,7.5,2,Opener
Chancellor Of The Exchequer,8.5,2,Exchequer
Pester,10,2,Pester
Thug One,8.5,2,One
The Planner,9,2,Planner
Guest Professor,6,2,Professor
A Bum,9.5,2,Bum
The Japanese Servant,7,2,Servant
Nick'S Mother,8.5,2,Mother
Acua Expert,8.25,2,Expert
Rose'S Father,7.5,2,Father
The Masseur,6.5,2,Masseur
Spoiled Co Worker,9.5,2,Worker
Un Servo,8.5,2,Servo
S&M Performer,7.5,2,Performer
Static,6,2,Static
Radio Officer,7,2,Officer
Upsilon Sigma Coed,9.5,2,Coed
Burping Dream Team,9,2,Team
Hyakka A,9.5,2,A
Mullin Shetland,8.5,2,Shetland
Drug Counselor,7,2,Counselor
Thief B,9,2,B
Woman On Mail Sleigh,9.5,2,Sleigh
Glum,6.5,2,Glum
Marilene Colibri,7.5,2,Colibri
Laziness,9.5,2,Laziness
Professional Gambler,9.5,2,Gambler
Blabber,6.25,2,Blabber
Mindy'S Minion,7.625,2,Minion
New Inmate,8.5,2,Inmate
Damned,9,2,Damned
Chapter,7.5,2,Chapter
Freeloading Customer,9.5,2,Customer
Astatine,4.625,2,Astatine
Lord Sandwich,8.5,2,Sandwich
Chairman Of The London And Metropolitan Bank,10,2,Bank
Figure Skater,4.5,2,Skater
A Squaw,8.5,2,Squaw
Shotgun,8.5,2,Shotgun
Detention Teacher,9,2,Teacher
Mahant,8,2,Mahant
Jacek'S Mother,6.5,2,Mother
Dancing Act,6.5,2,Act
Louise The Maid,10,2,Maid
City Council Member,7.33333,2,Member
Lizzie'S Mother,8,2,Mother
1St Prostitute,10,2,Prostitute
Moff,8.25,2,Moff
Fleureant The Pharmacist,9,2,Pharmacist
Major'S Wife,7.5,2,Wife
Enlightend One,9.5,2,One
Quiz Show Host,7.5,2,Host
Blonde Neighbor,7,2,Neighbor
Skater Gang,9.5,2,Gang
Kans,10,2,Kans
Pr Manager,9,2,Manager
Peddler,9.5,2,Peddler
Magazine Model,9,2,Model
Same,5.5,2,Same
2 Giant,9.5,2,Giant
Girl Technician,7.5,2,Technician
Infomercial Actor,8.5,2,Actor
Temptress,6.75,2,Temptress
Band Manager,7.5,2,Manager
Executive Chef,10,2,Chef
Off'S Woman,7.33333,2,Woman
Choirmaster,9.5,2,Choirmaster
Subordinate C,8.5,2,C
Rally Goer,10,2,Goer
Hotel Resident,6.5,2,Resident
In Group,9.5,2,Group
Police Recruit,7.5,2,Recruit
Agent J,7.25,2,J
Sidewinder,8.5,2,Sidewinder
Streaker,6.5,2,Streaker
Sleeping Student,9,2,Student
Distress Signal,7.5,2,Signal
Baseball Announcer,6,2,Announcer
Scenes From A Middle Class,5.5,2,Class
Frankenstein'S Monster,9,2,Monster
Akari'S Father,7.5,2,Father
The Alchemist,9,2,Alchemist
Sora Takeuchi,9.5,2,Takeuchi
Pterodactyl,8,2,Pterodactyl
Guest Artiste,5.83333,2,Artiste
True Crimes Performer,9,2,Performer
A Millworker,9.5,2,Millworker
The Curio Dealer,8.5,2,Dealer
Demoness,9,2,Demoness
The Veteran,9,2,Veteran
Cadmus,9.5,2,Cadmus
Advertising Executive,7,2,Executive
Sandeep'S Father,6.5,2,Father
William Frankenstein,8,2,Frankenstein
Mogul,6.5,2,Mogul
Lt. The Duke Of Dunstable,9.5,2,Dunstable
Jesse'S Mother,7.5,2,Mother
Patchy,8,2,Patchy
Chip Shop Proprietor,9,2,Proprietor
Old Witch,7.5,2,Witch
Forest Victim,9,2,Victim
Tomoya'S Classmate'S Mother,8,2,Mother
Man In Jail,5.75,2,Jail
3Rd Counterfeiter,7,2,Counterfeiter
"Host, Himself",6,2,Himself
Director Assistant,9,2,Assistant
Hospital Security Guard,7.75,2,Guard
Boxing Coach,8.5,2,Coach
Lady In Shop,7.5,2,Shop
Co-Himself - Host,5.5,2,Host
Man At Dinner Table,8,2,Table
Lu Bu,8.79167,2,Bu
Miss Go,7,2,Go
Blackberry,6.5,2,Blackberry
The Mannequin,6,2,Mannequin
Blood Stalk,8.25,2,Stalk
Lead Zombie,9,2,Zombie
Biker One,8,2,One
Stella'S Father,9,2,Father
College Principle,8.5,2,Principle
Interview - Himself,5.5,2,Himself
Pharos,9.5,2,Pharos
Minister Of State,8,2,State
Double G,6.5,2,G
Eun-Ho'S Father,6.5,2,Father
H.H. Holmes Victim,7.75,2,Victim
Balloon Operator,9.75,2,Operator
Local News Reporter,7.5,2,Reporter
Guest Starring,8,2,Starring
Mother -Nonsex Role,9.5,2,Role
Spinal,9,2,Spinal
Police Director,6.5,2,Director
El Matador,7.625,2,Matador
May'S Maid,8.5,2,Maid
Heretic,9.5,2,Heretic
Lady'S Maid,9,2,Maid
Prison Informant,7.5,2,Informant
Dynamite,6.25,2,Dynamite
Camp Manager,10,2,Manager
Nightclub Orchestra,9,2,Orchestra
Angry Student,7.5,2,Student
Evil Wizard,9.5,2,Wizard
Chipped,9,2,Chipped
Asst. Director,8,2,Director
Atc Controller,9.5,2,Controller
Bath House Customer,9,2,Customer
Newspaper Marketer,9,2,Marketer
Dugal,6.20833,2,Dugal
Anjali'S Mother,9,2,Mother
Guy In Shower,7.5,2,Shower
Assistant Professor,9,2,Professor
Pig One,6,2,One
Street Harasser,6.5,2,Harasser
Felli Loss,6.51136,2,Loss
Dr. Terrier,7.45,2,Terrier
Max'S Mother,9,2,Mother
Johnathan'S Father,7.5,2,Father
Vocals And Guitar,5.25,2,Guitar
Captain Marvel'S Dad,6.75,2,Dad
Also With,9.5,2,With
Priya'S Dad,6,2,Dad
Wasabi,7,2,Wasabi
3Rd Tramp,6.5,2,Tramp
Alien Crowd,9.5,2,Crowd
Dolly'S Mother,7.75,2,Mother
Sirrus Bodyguard,8.5,2,Bodyguard
Clef,9,2,Clef
Ufo Investigator,6.68452,2,Investigator
Willy Walrus,7.5,2,Walrus
The Heiress'S Mother,7.5,2,Mother
Pandemonium,6.5,2,Pandemonium
Big Zombie,6.125,2,Zombie
Tax Inspector,10,2,Inspector
Genome Soldier,9.5,2,Soldier
Craftsman,9,2,Craftsman
Hrothgar,9,2,Hrothgar
Tambourine,8.42857,2,Tambourine
Pitch Finalist,8.5,2,Finalist
Pantalon,9.5,2,Pantalon
Married Stooge,7,2,Stooge
Mother On Train,9.5,2,Train
The Adjutant,8,2,Adjutant
Boy E,8,2,E
"James Chesterman, A Solicitor",10,2,Solicitor
Demonstrant,9.5,2,Demonstrant
Female Voice,9,2,Voice
Guo'S Mother,8,2,Mother
Fang'S Father,5.75,2,Father
Le Délégué Syndical,8.75,2,Syndical
Nae,10,2,Nae
Woman In Gallery,7.5,2,Gallery
Blancos Furioso,7.5,2,Furioso
Underling B,9.25,2,B
Sybil Hallow,6.41667,2,Hallow
At Party Meeting,9,2,Meeting
Female Mime,9.5,2,Mime
Student Host,9.25,2,Host
The Chinese Servant,7,2,Servant
Dolly'S Father,6,2,Father
Lion Cub,6.5,2,Cub
Comedy Duo,6.5,2,Duo
Kazoo,5.6875,2,Kazoo
Dating App Hookup,6.75,2,Hookup
The Slavey,10,2,Slavey
Jambo,7.5,2,Jambo
Jake'S Mother,6.25,2,Mother
Spa Woman,9.5,2,Woman
Red Jacket,7.5,2,Jacket
Iso,7.5,2,Iso
Molester,9,2,Molester
Firebug,6,2,Firebug
Prefect,8.5,2,Prefect
Cinderella'S Father,8,2,Father
Bicycle Cop,6.5,2,Cop
School Psychologist,7.1,2,Psychologist
Mantel,8,2,Mantel
Tony'S Wife,5.5,2,Wife
Real Cop,9,2,Cop
Bamboo,7,2,Bamboo
Class Teacher,8,2,Teacher
Wiper,8.25,2,Wiper
Additional Zombie,8.5,2,Zombie
The Nobleman,8,2,Nobleman
Production Designer,8,2,Designer
Jagirdar,8,2,Jagirdar
Additional Voices - Kingmaker,9,2,Kingmaker
Hedgehog,8.72222,2,Hedgehog
Young Waitress,8.5,2,Waitress
Rustler,9,2,Rustler
Industrialist,8.5,2,Industrialist
Mother Ghost,8,2,Ghost
Mr. C,9.5,2,C
Zygon,6.625,2,Zygon
Stowaway,8,2,Stowaway
Sonia'S Mother,9,2,Mother
Sam'S Wife,8.5,2,Wife
A Mexican,7.5,2,Mexican
Elevator Woman,6.75,2,Woman
String Trio,8.5,2,Trio
Evil Chicken,7,2,Chicken
Stephen Hawking,6.75,2,Hawking
Ancient Spirits Of Evil,6.40909,2,Evil
Book Thief,9,2,Thief
Head Officer,8,2,Officer
Young Lover,10,2,Lover
Mexican Officer,5,2,Officer
Gondolier,7.5,2,Gondolier
Midshipman,8.75,2,Midshipman
Fight Manager,9,2,Manager
Lead Bully,8.5,2,Bully
Factory Employee,8,2,Employee
Father Of A Family,7.5,2,Family
Wind Element,9.5,2,Element
Smarty,7.5,2,Smarty
Old Wabble,8.5,2,Wabble
Man In Blackface,8.5,2,Blackface
Mrs. Rabbit,9.25,2,Rabbit
Toot,7.25,2,Toot
Raf Airman,6,2,Airman
Masked Bandit,5.75,2,Bandit
Fbi Operator,9,2,Operator
Cb Radio Voice,9.5,2,Voice
Second Musician,9,2,Musician
Keiko'S Mother,6,2,Mother
Shifty,8,2,Shifty
King K. Rool,5.2,2,Rool
Bar Waitress,9,2,Waitress
Cherry Bomb,7.8125,2,Bomb
The Listener,7.16667,2,Listener
Kitchen Maid,8,2,Maid
Second Maid,6,2,Maid
Gil'S Mother,6.25,2,Mother
Panel,6.5,2,Panel
P.C. Pilchard,8.5,2,Pilchard
Cps Officer,8.5,2,Officer
Member Of The Gang,9,2,Gang
Film Narrator,10,2,Narrator
Slurp Ooze,7.58333,2,Ooze
Brothel Keeper,10,2,Keeper
Alpinist,5.5,2,Alpinist
Rok,7.5,2,Rok
Court Recorder,9.5,2,Recorder
Scrapyard Worker,8.83333,2,Worker
Epilogue,9.5,2,Epilogue
Swat Team Soldier,9.5,2,Soldier
Microbe,8,2,Microbe
Fenrir,7.5,2,Fenrir
Border Guard,7,2,Guard
Tennis Instructor,9.5,2,Instructor
Joe - Bartender,8,2,Bartender
Soap,5.625,2,Soap
Mimosa,7.25,2,Mimosa
Busch Gardens Sr. Veterinarian,7.75,2,Veterinarian
Peter Trench,8,2,Trench
Admitting Nurse,6.5,2,Nurse
Orchestra Musician,9,2,Musician
Los Angeles Gang Member,5.5,2,Member
Racoon,7.5,2,Racoon
Clumsy,6,2,Clumsy
Religious Caller,7.5,2,Caller
Patrycja'S Client,7.5,2,Client
At Stage Door,8,2,Door
A Suffragette,9,2,Suffragette
Marketing Director,9.5,2,Director
Tom'S Dad,7.75,2,Dad
Airport Traveler,8,2,Traveler
Master Blaster,7.06,2,Blaster
Ink,8.5,2,Ink
Crown Attorney,6.75,2,Attorney
Danny'S Assistant,7,2,Assistant
Agent Pim,8,2,Pim
Scrubby,10,2,Scrubby
Member Of Surveying Party,7.5,2,Party
Swedish Tourist,8.5,2,Tourist
Tiger Claw,8.5,2,Claw
Kim & Tracy Twins Support,7.5,2,Support
Craig'S Gang,8.5,2,Gang
Marquis De La Mole,8.16667,2,Mole
At Lawn Party,9.5,2,Party
Scoutmaster,6.75,2,Scoutmaster
Ali'S Wife,9,2,Wife
Friend B,9,2,B
Blackjack,7.83333,2,Blackjack
Wombat,7.22917,2,Wombat
Café Proprietor,10,2,Proprietor
Bullying,5.5,2,Bullying
Impersonator,8,2,Impersonator
Mankind,6.0404,2,Mankind
In Wedding Party,9,2,Party
Albert'S Uncle,9,2,Uncle
Duke Of Suffolk,5.66667,2,Suffolk
Race Official,8,2,Official
Gang Thug,8,2,Thug
Jola'S Mother,8.5,2,Mother
Keld,6,2,Keld
Third Citizen,9,2,Citizen
The Old Padre,8,2,Padre
Bank Director,8,2,Director
Copyist,9.5,2,Copyist
Djuka,9.83333,2,Djuka
Nightmare Victim,9.5,2,Victim
Army Veteran,8.5,2,Veteran
Arresting Detective,7.5,2,Detective
Asian Woman,7.5,2,Woman
Man In Hotel Lobby,9,2,Lobby
Dumper,5.75,2,Dumper
Stage Robber,9.5,2,Robber
Taliban Fighter,8,2,Fighter
Lead Cop,7.5,2,Cop
Big O,10,2,O
Spanish Teacher,8.5,2,Teacher
The Olympian,6,2,Olympian
Farmers Wife,6.75,2,Wife
Red Skull,9.66667,2,Skull
Child B,10,2,B
Sheriff'S Assistant,8,2,Assistant
Sennet,8,2,Sennet
Robbery Accomplice,8.5,2,Accomplice
Third Musician,8.5,2,Musician
Surprise Guest At Prince Orlofsky'S Party,9.5,2,Party
Elizabeth Stride,5.75,2,Stride
Kanat,8.5,2,Kanat
Amateur Actor,8,2,Actor
Ministry Member,8,2,Member
Bitch,8.5,2,Bitch
The Kroft Puppets - Panelist,7,2,Panelist
Llew,7,2,Llew
Trojan,7.75,2,Trojan
Theatrical Producer,7.5,2,Producer
Roofing Worker,8.5,2,Worker
Announce,9.5,2,Announce
Sylph,7.5,2,Sylph
Bumblefoot,5.875,2,Bumblefoot
Norfolk,7.5,2,Norfolk
Ticket Buyer,8.16667,2,Buyer
Motor-Cycle Policeman,8.5,2,Policeman
Pauline Mole,6.69048,2,Mole
La Gata,8.75,2,Gata
Jerry'S Father,10,2,Father
Silo,8,2,Silo
Russian Vixen,8.5,2,Vixen
Angela Moping,9.5,2,Moping
The Cobbler,6,2,Cobbler
Co-Host- Himself,5.25,2,Himself
Miss Demeanor,9.5,2,Demeanor
Dan'S Wife,8,2,Wife
The Punk,9,2,Punk
Entomologist,8.5,2,Entomologist
Tamise,8.5,2,Tamise
Ped,9.36364,2,Ped
Sheik'S Wife,8,2,Wife
Department Chair,7.75,2,Chair
Mr. Q,7,2,Q
Captain Bluebeard,7,2,Bluebeard
Rebel A,8,2,A
Tall Henchman,6.5,2,Henchman
Bar Brawler,10,2,Brawler
Normal Woman,6.5,2,Woman
Event Planner,6,2,Planner
Gertrude'S Father,8.5,2,Father
Ensemble Member,8,2,Member
Fat,8.5,2,Fat
The Foursome,9.5,2,Foursome
Dystopian Student,8,2,Student
Estate Sale Customer,9.5,2,Customer
Party,8,2,Party
2Nd Witch,8.5,2,Witch
Paper,7.5,2,Paper
Euterpe,6.5,2,Euterpe
Note,9,2,Note
Theatre Student,8.5,2,Student
Village Woman,9,2,Woman
Market Salesman,8.5,2,Salesman
Woman In Relationship,8.5,2,Relationship
White Shirt,9.5,2,Shirt
Young Policeman,7.25,2,Policeman
Hemlock,7,2,Hemlock
Change,9,2,Change
Orthodox Jew,7.5,2,Jew
Female Lead,8.5,2,Lead
Train Guard,9.5,2,Guard
Man In Betting Shop,6.25,2,Shop
Editorial Team,9,2,Team
The Drug Dealer,7.5,2,Dealer
Maharaja,9.5,2,Maharaja
Couple In The Woodshed,7.5,2,Woodshed
Human Mage,6,2,Mage
Stand,7.7,2,Stand
Conscientious Employee,5.5,2,Employee
Department Of Health Official,6.25,2,Official
Junta,9.5,2,Junta
Herself - Contributor,7,2,Contributor
Postulant,9.5,2,Postulant
Wrestling Announcer,9,2,Announcer
Maggie'S Father,7,2,Father
Head Puppeteer,8.83333,2,Puppeteer
Grand Wizard,9.5,2,Wizard
Guest Impressionist,7.5,2,Impressionist
Ram'S Mother,8.5,2,Mother
Stallion,10,2,Stallion
Boxing Match Spectator,10,2,Spectator
Copy Editor,7,2,Editor
Rum,10,2,Rum
Male Office Worker,7.25,2,Worker
Statistician,9.5,2,Statistician
Nagging Wife,7,2,Wife
Maggie The Maid,7.5,2,Maid
Porn Producer,9,2,Producer
Almoner,8.5,2,Almoner
Girl'S Voice,7.5,2,Voice
Ironmonger,8.5,2,Ironmonger
Chocho,6.5,2,Chocho
Science Expert,7.5,2,Expert
Anjou,6.5,2,Anjou
Park Employee,5.5,2,Employee
Mrs. Midget,7.5,2,Midget
Cabinet Member,8.5,2,Member
Majo,6.96429,2,Majo
Wwii Veteran,6,2,Veteran
Knitting Woman,10,2,Woman
Boy X,7,2,X
Cordelia Magellan,7,2,Magellan
Direttore Di Scena,8,2,Scena
Jarmo,7.75,2,Jarmo
Tori The Minotaur,6,2,Minotaur
Petite Secretary,5.25,2,Secretary
Little Mouse,8.5,2,Mouse
Fister,5.24286,2,Fister
Poolside Posse,7,2,Posse
Tracy'S Mother,7.25,2,Mother
Fade,7.5,2,Fade
Alan'S Father,5.25,2,Father
Stary,9,2,Stary
Ulf'S Mother,7.5,2,Mother
Cypto Currency Investor,7.25,2,Investor
Li'S Wife,9,2,Wife
Young Cop,9.5,2,Cop
Casey - A Policeman,7.5,2,Policeman
And His Band,8.5,2,Band
Shadow Woman,8.5,2,Woman
Fashion Expert,8,2,Expert
Rocky - Henchman,9.5,2,Henchman
Normal Baddy A,8,2,A
New York Radio Policeman,9.5,2,Policeman
A Footman,8.5,2,Footman
Attitude,9,2,Attitude
Day Hire,7.5,2,Hire
Drunk College Student,8.5,2,Student
Signum,7.5,2,Signum
Pom Pom,7,2,Pom
Bound Business Owner,6.5,2,Owner
Bather,7.5,2,Bather
Catwalk Model,8.5,2,Model
Greet,8.33333,2,Greet
Kaki,6.53448,2,Kaki
In Posse,7.5,2,Posse
Maffia,8.5,2,Maffia
Mr. Bigg,9.5,2,Bigg
Guest Model,7.5,2,Model
Tongue,9.25,2,Tongue
Madness,8,2,Madness
Machine Voice,8.5,2,Voice
Muley,7.5,2,Muley
Rockman,7.5,2,Rockman
Renk,8.5,2,Renk
Phil Jakes,4.6,2,Jakes
The Canadian,6,2,Canadian
Concerned Resident,6.33333,2,Resident
Joshua'S Dad,6.83333,2,Dad
Cartouche,7.75,2,Cartouche
Jake Syrian,7.125,2,Syrian
Tycoon,9,2,Tycoon
Hopeful,9.5,2,Hopeful
Record Store Manager,7.5,2,Manager
Sideways,8.08333,2,Sideways
Kenneth Raglan,8,2,Raglan
Cafe 23 Customer,8.5,2,Customer
Hair Model,7.25,2,Model
Medicine Addict,8,2,Addict
Guy On Bus,9,2,Bus
Football Announcer,6.5,2,Announcer
Passed Out Military Extra,8.5,2,Extra
Man In Lift,9,2,Lift
Ancient One,5.5,2,One
Comedy Singing Duo,6.5,2,Duo
Man In Overalls,9,2,Overalls
Speckle,7.5,2,Speckle
Hajime Yagi,8.75,2,Yagi
Armed Police Officer,7.5,2,Officer
Cyrus Carve,9,2,Carve
?!? Band Member,9.5,2,Member
A Pickpocket,8.5,2,Pickpocket
Presidential Candidate,7.75,2,Candidate
Timbo,7.5,2,Timbo
Joshua'S Mother,7.5,2,Mother
Technocrat,9,2,Technocrat
Radio Actor,7,2,Actor
Coffee Vendor,7,2,Vendor
Coffee Shop Employee,6.5,2,Employee
Receiver,9.5,2,Receiver
Hair Salon Customer,7.5,2,Customer
Ice-Cream Customer,9.5,2,Customer
Nico'S Mother,8,2,Mother
First Twin,7,2,Twin
Ntsb Investigator,8.5,2,Investigator
Screecher,5.5,2,Screecher
The Analyst,6.5,2,Analyst
Little One,8,2,One
Adorer,8.5,2,Adorer
A Stranger,7.75,2,Stranger
The Queen Mother,6,2,Mother
Document Examiner,7.5,2,Examiner
Nurse B,8.5,2,B
The Maiden Aunt,9.5,2,Aunt
The Maid'S Sweetheart,6,2,Sweetheart
Wisp,5.75,2,Wisp
Second Police Officer,9,2,Officer
Count Blah,9.5,2,Blah
Powerhouse Clogger,5.83333,2,Clogger
Mr. Pump,6.5,2,Pump
Senior A,10,2,A
Man In Night Club,6,2,Club
Royal Servant,9.5,2,Servant
Ventriloquist'S Dummy,6.25,2,Dummy
